lbr_σ,rbr_σ,th_α,nIntervals,Power,TypeI
-5.0,4.0,2.0,6,1.0,1.0
-4.0,4.0,2.0,6,1.0,0.828
-3.0,4.0,2.0,6,0.8305,0.0825
-2.0,4.0,2.0,6,0.091,0.955
-1.0,4.0,2.0,6,0.958,1.0
-5.0,5.0,2.0,6,1.0,0.9005
-4.0,5.0,2.0,6,0.908,0.0585
-3.0,5.0,2.0,6,0.0555,0.8895
-2.0,5.0,2.0,6,0.8725,1.0
-1.0,5.0,2.0,6,1.0,1.0
-5.0,6.0,2.0,6,0.954,0.059
-4.0,6.0,2.0,6,0.0665,0.744
-3.0,6.0,2.0,6,0.773,0.9995
-2.0,6.0,2.0,6,0.999,1.0
-1.0,6.0,2.0,6,1.0,1.0
-5.0,7.0,2.0,6,0.092,0.619
-4.0,7.0,2.0,6,0.6245,0.9965
-3.0,7.0,2.0,6,0.996,1.0
-2.0,7.0,2.0,6,1.0,1.0
-1.0,7.0,2.0,6,1.0,1.0
-5.0,8.0,2.0,6,0.4595,0.989
-4.0,8.0,2.0,6,0.98,1.0
-3.0,8.0,2.0,6,1.0,1.0
-2.0,8.0,2.0,6,1.0,1.0
-1.0,8.0,2.0,6,1.0,1.0
-5.0,4.0,3.0,6,1.0,1.0
-4.0,4.0,3.0,6,0.9995,0.626
-3.0,4.0,3.0,6,0.608,0.235
-2.0,4.0,3.0,6,0.2405,0.9855
-1.0,4.0,3.0,6,0.986,1.0
-5.0,5.0,3.0,6,1.0,0.7135
-4.0,5.0,3.0,6,0.7045,0.1505
-3.0,5.0,3.0,6,0.1445,0.9635
-2.0,5.0,3.0,6,0.969,1.0
-1.0,5.0,3.0,6,1.0,1.0
-5.0,6.0,3.0,6,0.7805,0.0925
-4.0,6.0,3.0,6,0.096,0.939
-3.0,6.0,3.0,6,0.9355,1.0
-2.0,6.0,3.0,6,0.9995,1.0
-1.0,6.0,3.0,6,1.0,1.0
-5.0,7.0,3.0,6,0.069,0.9065
-4.0,7.0,3.0,6,0.902,1.0
-3.0,7.0,3.0,6,1.0,1.0
-2.0,7.0,3.0,6,1.0,1.0
-1.0,7.0,3.0,6,1.0,1.0
-5.0,8.0,3.0,6,0.851,0.999
-4.0,8.0,3.0,6,0.9995,1.0
-3.0,8.0,3.0,6,1.0,1.0
-2.0,8.0,3.0,6,1.0,1.0
-1.0,8.0,3.0,6,1.0,1.0
-5.0,4.0,-3.0,7,1.0,1.0
-4.0,4.0,-3.0,7,1.0,1.0
-3.0,4.0,-3.0,7,1.0,1.0
-2.0,4.0,-3.0,7,1.0,0.9885
-1.0,4.0,-3.0,7,0.989,0.2505
-5.0,5.0,-3.0,7,1.0,1.0
-4.0,5.0,-3.0,7,1.0,1.0
-3.0,5.0,-3.0,7,1.0,1.0
-2.0,5.0,-3.0,7,1.0,0.965
-1.0,5.0,-3.0,7,0.97,0.144
-5.0,6.0,-3.0,7,1.0,1.0
-4.0,6.0,-3.0,7,1.0,1.0
-3.0,6.0,-3.0,7,1.0,1.0
-2.0,6.0,-3.0,7,1.0,0.941
-1.0,6.0,-3.0,7,0.9375,0.1115
-5.0,7.0,-3.0,7,1.0,1.0
-4.0,7.0,-3.0,7,1.0,1.0
-3.0,7.0,-3.0,7,1.0,0.9995
-2.0,7.0,-3.0,7,0.9995,0.902
-1.0,7.0,-3.0,7,0.906,0.077
-5.0,8.0,-3.0,7,1.0,1.0
-4.0,8.0,-3.0,7,1.0,1.0
-3.0,8.0,-3.0,7,1.0,1.0
-2.0,8.0,-3.0,7,1.0,0.843
-1.0,8.0,-3.0,7,0.8445,0.057
-5.0,4.0,-2.0,7,1.0,1.0
-4.0,4.0,-2.0,7,1.0,1.0
-3.0,4.0,-2.0,7,1.0,1.0
-2.0,4.0,-2.0,7,1.0,0.951
-1.0,4.0,-2.0,7,0.957,0.088
-5.0,5.0,-2.0,7,1.0,1.0
-4.0,5.0,-2.0,7,1.0,1.0
-3.0,5.0,-2.0,7,1.0,1.0
-2.0,5.0,-2.0,7,1.0,0.89
-1.0,5.0,-2.0,7,0.8855,0.0505
-5.0,6.0,-2.0,7,1.0,1.0
-4.0,6.0,-2.0,7,1.0,1.0
-3.0,6.0,-2.0,7,1.0,0.999
-2.0,6.0,-2.0,7,0.999,0.7695
-1.0,6.0,-2.0,7,0.7655,0.0615
-5.0,7.0,-2.0,7,1.0,1.0
-4.0,7.0,-2.0,7,1.0,1.0
-3.0,7.0,-2.0,7,1.0,0.999
-2.0,7.0,-2.0,7,0.995,0.638
-1.0,7.0,-2.0,7,0.6235,0.086
-5.0,8.0,-2.0,7,1.0,1.0
-4.0,8.0,-2.0,7,1.0,1.0
-3.0,8.0,-2.0,7,1.0,0.983
-2.0,8.0,-2.0,7,0.9875,0.477
-1.0,8.0,-2.0,7,0.4895,0.1405
-5.0,4.0,-1.0,7,1.0,1.0
-4.0,4.0,-1.0,7,1.0,1.0
-3.0,4.0,-1.0,7,1.0,1.0
-2.0,4.0,-1.0,7,1.0,0.75
-1.0,4.0,-1.0,7,0.7465,0.099
-5.0,5.0,-1.0,7,1.0,1.0
-4.0,5.0,-1.0,7,1.0,1.0
-3.0,5.0,-1.0,7,1.0,0.997
-2.0,5.0,-1.0,7,0.997,0.426
-1.0,5.0,-1.0,7,0.416,0.2915
-5.0,6.0,-1.0,7,1.0,1.0
-4.0,6.0,-1.0,7,1.0,1.0
-3.0,6.0,-1.0,7,1.0,0.955
-2.0,6.0,-1.0,7,0.948,0.162
-1.0,6.0,-1.0,7,0.1705,0.526
-5.0,7.0,-1.0,7,1.0,1.0
-4.0,7.0,-1.0,7,1.0,0.999
-3.0,7.0,-1.0,7,0.9995,0.7915
-2.0,7.0,-1.0,7,0.812,0.073
-1.0,7.0,-1.0,7,0.0575,0.723
-5.0,8.0,-1.0,7,1.0,1.0
-4.0,8.0,-1.0,7,1.0,0.987
-3.0,8.0,-1.0,7,0.989,0.5465
-2.0,8.0,-1.0,7,0.5415,0.0755
-1.0,8.0,-1.0,7,0.0635,0.862
-5.0,4.0,0.0,7,1.0,1.0
-4.0,4.0,0.0,7,1.0,1.0
-3.0,4.0,0.0,7,1.0,0.922
-2.0,4.0,0.0,7,0.9165,0.056
-1.0,4.0,0.0,7,0.051,0.923
-5.0,5.0,0.0,7,1.0,1.0
-4.0,5.0,0.0,7,1.0,0.996
-3.0,5.0,0.0,7,0.994,0.3435
-2.0,5.0,0.0,7,0.3405,0.353
-1.0,5.0,0.0,7,0.3575,0.997
-5.0,6.0,0.0,7,1.0,1.0
-4.0,6.0,0.0,7,1.0,0.809
-3.0,6.0,0.0,7,0.807,0.048
-2.0,6.0,0.0,7,0.049,0.8095
-1.0,6.0,0.0,7,0.806,0.9995
-5.0,7.0,0.0,7,1.0,0.9755
-4.0,7.0,0.0,7,0.974,0.254
-3.0,7.0,0.0,7,0.2445,0.237
-2.0,7.0,0.0,7,0.2565,0.9775
-1.0,7.0,0.0,7,0.9765,1.0
-5.0,8.0,0.0,7,0.9955,0.6675
-4.0,8.0,0.0,7,0.6775,0.0435
-3.0,8.0,0.0,7,0.0485,0.6755
-2.0,8.0,0.0,7,0.667,0.996
-1.0,8.0,0.0,7,0.9995,1.0
-5.0,4.0,1.0,7,1.0,1.0
-4.0,4.0,1.0,7,1.0,0.9845
-3.0,4.0,1.0,7,0.986,0.0965
-2.0,4.0,1.0,7,0.1045,0.7475
-1.0,4.0,1.0,7,0.7455,1.0
-5.0,5.0,1.0,7,1.0,0.996
-4.0,5.0,1.0,7,0.9955,0.2885
-3.0,5.0,1.0,7,0.2815,0.413
-2.0,5.0,1.0,7,0.4135,0.995
-1.0,5.0,1.0,7,0.993,1.0
-5.0,6.0,1.0,7,1.0,0.526
-4.0,6.0,1.0,7,0.5415,0.1565
-3.0,6.0,1.0,7,0.1685,0.9555
-2.0,6.0,1.0,7,0.9505,1.0
-1.0,6.0,1.0,7,1.0,1.0
-5.0,7.0,1.0,7,0.7175,0.0695
-4.0,7.0,1.0,7,0.055,0.813
-3.0,7.0,1.0,7,0.8105,1.0
-2.0,7.0,1.0,7,0.999,1.0
-1.0,7.0,1.0,7,1.0,1.0
-5.0,8.0,1.0,7,0.0605,0.5465
-4.0,8.0,1.0,7,0.5525,0.99
-3.0,8.0,1.0,7,0.988,1.0
-2.0,8.0,1.0,7,1.0,1.0
-1.0,8.0,1.0,7,1.0,1.0
-5.0,4.0,2.0,7,1.0,1.0
-4.0,4.0,2.0,7,1.0,0.821
-3.0,4.0,2.0,7,0.824,0.098
-2.0,4.0,2.0,7,0.093,0.9575
-1.0,4.0,2.0,7,0.9655,1.0
-5.0,5.0,2.0,7,1.0,0.904
-4.0,5.0,2.0,7,0.915,0.056
-3.0,5.0,2.0,7,0.052,0.8805
-2.0,5.0,2.0,7,0.8735,1.0
-1.0,5.0,2.0,7,1.0,1.0
-5.0,6.0,2.0,7,0.9575,0.05
-4.0,6.0,2.0,7,0.0665,0.746
-3.0,6.0,2.0,7,0.7685,0.9995
-2.0,6.0,2.0,7,0.9995,1.0
-1.0,6.0,2.0,7,1.0,1.0
-5.0,7.0,2.0,7,0.0935,0.649
-4.0,7.0,2.0,7,0.6105,0.9975
-3.0,7.0,2.0,7,0.9945,1.0
-2.0,7.0,2.0,7,1.0,1.0
-1.0,7.0,2.0,7,1.0,1.0
-5.0,8.0,2.0,7,0.4885,0.9845
-4.0,8.0,2.0,7,0.9855,1.0
-3.0,8.0,2.0,7,1.0,1.0
-2.0,8.0,2.0,7,1.0,1.0
-1.0,8.0,2.0,7,1.0,1.0
-5.0,4.0,3.0,7,1.0,1.0
-4.0,4.0,3.0,7,1.0,0.595
-3.0,4.0,3.0,7,0.605,0.247
-2.0,4.0,3.0,7,0.243,0.991
-1.0,4.0,3.0,7,0.986,1.0
-5.0,5.0,3.0,7,1.0,0.718
-4.0,5.0,3.0,7,0.6975,0.1365
-3.0,5.0,3.0,7,0.1535,0.9745
-2.0,5.0,3.0,7,0.9685,1.0
-1.0,5.0,3.0,7,1.0,1.0
-5.0,6.0,3.0,7,0.7765,0.106
-4.0,6.0,3.0,7,0.11,0.939
-3.0,6.0,3.0,7,0.9365,1.0
-2.0,6.0,3.0,7,1.0,1.0
-1.0,6.0,3.0,7,1.0,1.0
-5.0,7.0,3.0,7,0.0805,0.912
-4.0,7.0,3.0,7,0.91,1.0
-3.0,7.0,3.0,7,0.999,1.0
-2.0,7.0,3.0,7,1.0,1.0
-1.0,7.0,3.0,7,1.0,1.0
-5.0,8.0,3.0,7,0.8445,0.9995
-4.0,8.0,3.0,7,1.0,1.0
-3.0,8.0,3.0,7,1.0,1.0
-2.0,8.0,3.0,7,1.0,1.0
-1.0,8.0,3.0,7,1.0,1.0
-5.0,4.0,-3.0,8,1.0,1.0
-4.0,4.0,-3.0,8,1.0,1.0
-3.0,4.0,-3.0,8,1.0,1.0
-2.0,4.0,-3.0,8,1.0,0.99
-1.0,4.0,-3.0,8,0.986,0.246
-5.0,5.0,-3.0,8,1.0,1.0
-4.0,5.0,-3.0,8,1.0,1.0
-3.0,5.0,-3.0,8,1.0,1.0
-2.0,5.0,-3.0,8,1.0,0.971
-1.0,5.0,-3.0,8,0.966,0.16
-5.0,6.0,-3.0,8,1.0,1.0
-4.0,6.0,-3.0,8,1.0,1.0
-3.0,6.0,-3.0,8,1.0,1.0
-2.0,6.0,-3.0,8,1.0,0.9445
-1.0,6.0,-3.0,8,0.935,0.1205
-5.0,7.0,-3.0,8,1.0,1.0
-4.0,7.0,-3.0,8,1.0,1.0
-3.0,7.0,-3.0,8,1.0,0.9995
-2.0,7.0,-3.0,8,1.0,0.9015
-1.0,7.0,-3.0,8,0.9,0.0755
-5.0,8.0,-3.0,8,1.0,1.0
-4.0,8.0,-3.0,8,1.0,1.0
-3.0,8.0,-3.0,8,1.0,0.9995
-2.0,8.0,-3.0,8,0.998,0.841
-1.0,8.0,-3.0,8,0.8605,0.0625
-5.0,4.0,-2.0,8,1.0,1.0
-4.0,4.0,-2.0,8,1.0,1.0
-3.0,4.0,-2.0,8,1.0,1.0
-2.0,4.0,-2.0,8,1.0,0.9615
-1.0,4.0,-2.0,8,0.965,0.092
-5.0,5.0,-2.0,8,1.0,1.0
-4.0,5.0,-2.0,8,1.0,1.0
-3.0,5.0,-2.0,8,1.0,1.0
-2.0,5.0,-2.0,8,1.0,0.898
-1.0,5.0,-2.0,8,0.8785,0.0585
-5.0,6.0,-2.0,8,1.0,1.0
-4.0,6.0,-2.0,8,1.0,1.0
-3.0,6.0,-2.0,8,1.0,0.998
-2.0,6.0,-2.0,8,0.999,0.7775
-1.0,6.0,-2.0,8,0.763,0.0555
-5.0,7.0,-2.0,8,1.0,1.0
-4.0,7.0,-2.0,8,1.0,1.0
-3.0,7.0,-2.0,8,1.0,0.998
-2.0,7.0,-2.0,8,0.9975,0.6345
-1.0,7.0,-2.0,8,0.6355,0.0905
-5.0,8.0,-2.0,8,1.0,1.0
-4.0,8.0,-2.0,8,1.0,1.0
-3.0,8.0,-2.0,8,1.0,0.9915
-2.0,8.0,-2.0,8,0.9855,0.478
-1.0,8.0,-2.0,8,0.484,0.1515
-5.0,4.0,-1.0,8,1.0,1.0
-4.0,4.0,-1.0,8,1.0,1.0
-3.0,4.0,-1.0,8,1.0,1.0
-2.0,4.0,-1.0,8,1.0,0.751
-1.0,4.0,-1.0,8,0.7455,0.092
-5.0,5.0,-1.0,8,1.0,1.0
-4.0,5.0,-1.0,8,1.0,1.0
-3.0,5.0,-1.0,8,1.0,0.9945
-2.0,5.0,-1.0,8,0.996,0.4085
-1.0,5.0,-1.0,8,0.4125,0.2605
-5.0,6.0,-1.0,8,1.0,1.0
-4.0,6.0,-1.0,8,1.0,1.0
-3.0,6.0,-1.0,8,1.0,0.9595
-2.0,6.0,-1.0,8,0.958,0.16
-1.0,6.0,-1.0,8,0.1535,0.5295
-5.0,7.0,-1.0,8,1.0,1.0
-4.0,7.0,-1.0,8,1.0,1.0
-3.0,7.0,-1.0,8,0.999,0.804
-2.0,7.0,-1.0,8,0.8095,0.0615
-1.0,7.0,-1.0,8,0.0645,0.711
-5.0,8.0,-1.0,8,1.0,1.0
-4.0,8.0,-1.0,8,1.0,0.985
-3.0,8.0,-1.0,8,0.987,0.5585
-2.0,8.0,-1.0,8,0.538,0.065
-1.0,8.0,-1.0,8,0.056,0.8685
-5.0,4.0,0.0,8,1.0,1.0
-4.0,4.0,0.0,8,1.0,1.0
-3.0,4.0,0.0,8,1.0,0.913
-2.0,4.0,0.0,8,0.91,0.047
-1.0,4.0,0.0,8,0.047,0.9145
-5.0,5.0,0.0,8,1.0,1.0
-4.0,5.0,0.0,8,1.0,0.9975
-3.0,5.0,0.0,8,0.997,0.3625
-2.0,5.0,0.0,8,0.365,0.3315
-1.0,5.0,0.0,8,0.362,0.997
-5.0,6.0,0.0,8,1.0,1.0
-4.0,6.0,0.0,8,1.0,0.822
-3.0,6.0,0.0,8,0.8235,0.0465
-2.0,6.0,0.0,8,0.044,0.808
-1.0,6.0,0.0,8,0.804,1.0
-5.0,7.0,0.0,8,1.0,0.9815
-4.0,7.0,0.0,8,0.9725,0.2735
-3.0,7.0,0.0,8,0.27,0.2635
-2.0,7.0,0.0,8,0.26,0.977
-1.0,7.0,0.0,8,0.9725,1.0
-5.0,8.0,0.0,8,0.999,0.6765
-4.0,8.0,0.0,8,0.6885,0.057
-3.0,8.0,0.0,8,0.058,0.6805
-2.0,8.0,0.0,8,0.6855,0.996
-1.0,8.0,0.0,8,0.999,1.0
-5.0,4.0,1.0,8,1.0,1.0
-4.0,4.0,1.0,8,1.0,0.983
-3.0,4.0,1.0,8,0.9855,0.1025
-2.0,4.0,1.0,8,0.1035,0.764
-1.0,4.0,1.0,8,0.7545,1.0
-5.0,5.0,1.0,8,1.0,0.9955
-4.0,5.0,1.0,8,0.9995,0.265
-3.0,5.0,1.0,8,0.2855,0.4215
-2.0,5.0,1.0,8,0.419,0.998
-1.0,5.0,1.0,8,0.9985,1.0
-5.0,6.0,1.0,8,0.9995,0.5165
-4.0,6.0,1.0,8,0.515,0.159
-3.0,6.0,1.0,8,0.172,0.959
-2.0,6.0,1.0,8,0.9605,1.0
-1.0,6.0,1.0,8,1.0,1.0
-5.0,7.0,1.0,8,0.7235,0.066
-4.0,7.0,1.0,8,0.0645,0.8065
-3.0,7.0,1.0,8,0.804,0.9995
-2.0,7.0,1.0,8,0.9995,1.0
-1.0,7.0,1.0,8,1.0,1.0
-5.0,8.0,1.0,8,0.055,0.5665
-4.0,8.0,1.0,8,0.522,0.987
-3.0,8.0,1.0,8,0.9885,1.0
-2.0,8.0,1.0,8,1.0,1.0
-1.0,8.0,1.0,8,1.0,1.0
-5.0,4.0,2.0,8,1.0,1.0
-4.0,4.0,2.0,8,1.0,0.8125
-3.0,4.0,2.0,8,0.818,0.0915
-2.0,4.0,2.0,8,0.1015,0.964
-1.0,4.0,2.0,8,0.959,1.0
-5.0,5.0,2.0,8,1.0,0.911
-4.0,5.0,2.0,8,0.9065,0.0695
-3.0,5.0,2.0,8,0.0515,0.895
-2.0,5.0,2.0,8,0.9,1.0
-1.0,5.0,2.0,8,1.0,1.0
-5.0,6.0,2.0,8,0.953,0.064
-4.0,6.0,2.0,8,0.06,0.7835
-3.0,6.0,2.0,8,0.771,1.0
-2.0,6.0,2.0,8,1.0,1.0
-1.0,6.0,2.0,8,1.0,1.0
-5.0,7.0,2.0,8,0.092,0.641
-4.0,7.0,2.0,8,0.6325,0.997
-3.0,7.0,2.0,8,0.999,1.0
-2.0,7.0,2.0,8,1.0,1.0
-1.0,7.0,2.0,8,1.0,1.0
-5.0,8.0,2.0,8,0.4705,0.9895
-4.0,8.0,2.0,8,0.9875,1.0
-3.0,8.0,2.0,8,1.0,1.0
-2.0,8.0,2.0,8,1.0,1.0
-1.0,8.0,2.0,8,1.0,1.0
-5.0,4.0,3.0,8,1.0,1.0
-4.0,4.0,3.0,8,1.0,0.6045
-3.0,4.0,3.0,8,0.5755,0.2215
-2.0,4.0,3.0,8,0.251,0.989
-1.0,4.0,3.0,8,0.989,1.0
-5.0,5.0,3.0,8,1.0,0.7085
-4.0,5.0,3.0,8,0.703,0.176
-3.0,5.0,3.0,8,0.1565,0.9715
-2.0,5.0,3.0,8,0.9715,1.0
-1.0,5.0,3.0,8,1.0,1.0
-5.0,6.0,3.0,8,0.7755,0.0975
-4.0,6.0,3.0,8,0.0985,0.94
-3.0,6.0,3.0,8,0.9345,1.0
-2.0,6.0,3.0,8,1.0,1.0
-1.0,6.0,3.0,8,1.0,1.0
-5.0,7.0,3.0,8,0.079,0.907
-4.0,7.0,3.0,8,0.8925,0.9995
-3.0,7.0,3.0,8,1.0,1.0
-2.0,7.0,3.0,8,1.0,1.0
-1.0,7.0,3.0,8,1.0,1.0
-5.0,8.0,3.0,8,0.8595,0.999
-4.0,8.0,3.0,8,0.999,1.0
-3.0,8.0,3.0,8,1.0,1.0
-2.0,8.0,3.0,8,1.0,1.0
-1.0,8.0,3.0,8,1.0,1.0
-5.0,4.0,-3.0,9,1.0,1.0
-4.0,4.0,-3.0,9,1.0,1.0
-3.0,4.0,-3.0,9,1.0,1.0
-2.0,4.0,-3.0,9,1.0,0.989
-1.0,4.0,-3.0,9,0.986,0.2635
-5.0,5.0,-3.0,9,1.0,1.0
-4.0,5.0,-3.0,9,1.0,1.0
-3.0,5.0,-3.0,9,1.0,1.0
-2.0,5.0,-3.0,9,1.0,0.9715
-1.0,5.0,-3.0,9,0.9675,0.1625
-5.0,6.0,-3.0,9,1.0,1.0
-4.0,6.0,-3.0,9,1.0,1.0
-3.0,6.0,-3.0,9,1.0,1.0
-2.0,6.0,-3.0,9,1.0,0.9395
-1.0,6.0,-3.0,9,0.943,0.1085
-5.0,7.0,-3.0,9,1.0,1.0
-4.0,7.0,-3.0,9,1.0,1.0
-3.0,7.0,-3.0,9,1.0,1.0
-2.0,7.0,-3.0,9,1.0,0.898
-1.0,7.0,-3.0,9,0.9055,0.0835
-5.0,8.0,-3.0,9,1.0,1.0
-4.0,8.0,-3.0,9,1.0,1.0
-3.0,8.0,-3.0,9,1.0,0.9985
-2.0,8.0,-3.0,9,0.999,0.856
-1.0,8.0,-3.0,9,0.8655,0.069
-5.0,4.0,-2.0,9,1.0,1.0
-4.0,4.0,-2.0,9,1.0,1.0
-3.0,4.0,-2.0,9,1.0,1.0
-2.0,4.0,-2.0,9,1.0,0.9645
-1.0,4.0,-2.0,9,0.9595,0.102
-5.0,5.0,-2.0,9,1.0,1.0
-4.0,5.0,-2.0,9,1.0,1.0
-3.0,5.0,-2.0,9,1.0,1.0
-2.0,5.0,-2.0,9,1.0,0.894
-1.0,5.0,-2.0,9,0.8965,0.047
-5.0,6.0,-2.0,9,1.0,1.0
-4.0,6.0,-2.0,9,1.0,1.0
-3.0,6.0,-2.0,9,1.0,0.999
-2.0,6.0,-2.0,9,0.9995,0.776
-1.0,6.0,-2.0,9,0.796,0.0565
-5.0,7.0,-2.0,9,1.0,1.0
-4.0,7.0,-2.0,9,1.0,1.0
-3.0,7.0,-2.0,9,1.0,0.9965
-2.0,7.0,-2.0,9,0.9975,0.6195
-1.0,7.0,-2.0,9,0.6285,0.095
-5.0,8.0,-2.0,9,1.0,1.0
-4.0,8.0,-2.0,9,1.0,1.0
-3.0,8.0,-2.0,9,1.0,0.9915
-2.0,8.0,-2.0,9,0.99,0.4875
-1.0,8.0,-2.0,9,0.4925,0.1505
-5.0,4.0,-1.0,9,1.0,1.0
-4.0,4.0,-1.0,9,1.0,1.0
-3.0,4.0,-1.0,9,1.0,0.9995
-2.0,4.0,-1.0,9,1.0,0.743
-1.0,4.0,-1.0,9,0.737,0.098
-5.0,5.0,-1.0,9,1.0,1.0
-4.0,5.0,-1.0,9,1.0,1.0
-3.0,5.0,-1.0,9,1.0,0.9965
-2.0,5.0,-1.0,9,0.998,0.4045
-1.0,5.0,-1.0,9,0.4255,0.2935
-5.0,6.0,-1.0,9,1.0,1.0
-4.0,6.0,-1.0,9,1.0,1.0
-3.0,6.0,-1.0,9,1.0,0.948
-2.0,6.0,-1.0,9,0.9575,0.1725
-1.0,6.0,-1.0,9,0.1675,0.5185
-5.0,7.0,-1.0,9,1.0,1.0
-4.0,7.0,-1.0,9,1.0,0.9995
-3.0,7.0,-1.0,9,0.9985,0.819
-2.0,7.0,-1.0,9,0.8085,0.0575
-1.0,7.0,-1.0,9,0.051,0.7195
-5.0,8.0,-1.0,9,1.0,1.0
-4.0,8.0,-1.0,9,1.0,0.9865
-3.0,8.0,-1.0,9,0.9905,0.54
-2.0,8.0,-1.0,9,0.5615,0.069
-1.0,8.0,-1.0,9,0.07,0.8645
-5.0,4.0,0.0,9,1.0,1.0
-4.0,4.0,0.0,9,1.0,1.0
-3.0,4.0,0.0,9,1.0,0.918
-2.0,4.0,0.0,9,0.9205,0.05
