lbr_σ,rbr_σ,th_α,nIntervals,Power,TypeI
-1.0,7.0,-3.0,12,0.917,0.091
-5.0,8.0,-3.0,12,1.0,1.0
-4.0,8.0,-3.0,12,1.0,1.0
-3.0,8.0,-3.0,12,1.0,1.0
-2.0,8.0,-3.0,12,0.9995,0.8715
-1.0,8.0,-3.0,12,0.8595,0.06
-5.0,4.0,-2.0,12,1.0,1.0
-4.0,4.0,-2.0,12,1.0,1.0
-3.0,4.0,-2.0,12,1.0,1.0
-2.0,4.0,-2.0,12,1.0,0.9605
-1.0,4.0,-2.0,12,0.963,0.0955
-5.0,5.0,-2.0,12,1.0,1.0
-4.0,5.0,-2.0,12,1.0,1.0
-3.0,5.0,-2.0,12,1.0,1.0
-2.0,5.0,-2.0,12,1.0,0.89
-1.0,5.0,-2.0,12,0.888,0.0715
-5.0,6.0,-2.0,12,1.0,1.0
-4.0,6.0,-2.0,12,1.0,1.0
-3.0,6.0,-2.0,12,1.0,0.9995
-2.0,6.0,-2.0,12,1.0,0.794
-1.0,6.0,-2.0,12,0.796,0.0575
-5.0,7.0,-2.0,12,1.0,1.0
-4.0,7.0,-2.0,12,1.0,1.0
-3.0,7.0,-2.0,12,1.0,0.998
-2.0,7.0,-2.0,12,0.998,0.6395
-1.0,7.0,-2.0,12,0.649,0.093
-5.0,8.0,-2.0,12,1.0,1.0
-4.0,8.0,-2.0,12,1.0,1.0
-3.0,8.0,-2.0,12,1.0,0.9885
-2.0,8.0,-2.0,12,0.9895,0.491
-1.0,8.0,-2.0,12,0.478,0.151
-5.0,4.0,-1.0,12,1.0,1.0
-4.0,4.0,-1.0,12,1.0,1.0
-3.0,4.0,-1.0,12,1.0,0.999
-2.0,4.0,-1.0,12,1.0,0.7525
-1.0,4.0,-1.0,12,0.739,0.0915
-5.0,5.0,-1.0,12,1.0,1.0
-4.0,5.0,-1.0,12,1.0,1.0
-3.0,5.0,-1.0,12,1.0,0.9955
-2.0,5.0,-1.0,12,0.9995,0.448
-1.0,5.0,-1.0,12,0.4455,0.2705
-5.0,6.0,-1.0,12,1.0,1.0
-4.0,6.0,-1.0,12,1.0,1.0
-3.0,6.0,-1.0,12,1.0,0.9605
-2.0,6.0,-1.0,12,0.9625,0.17
-1.0,6.0,-1.0,12,0.175,0.5205
-5.0,7.0,-1.0,12,1.0,1.0
-4.0,7.0,-1.0,12,1.0,1.0
-3.0,7.0,-1.0,12,0.9995,0.815
-2.0,7.0,-1.0,12,0.817,0.0605
-1.0,7.0,-1.0,12,0.0545,0.733
-5.0,8.0,-1.0,12,1.0,1.0
-4.0,8.0,-1.0,12,1.0,0.99
-3.0,8.0,-1.0,12,0.996,0.5375
-2.0,8.0,-1.0,12,0.541,0.0585
-1.0,8.0,-1.0,12,0.0575,0.852
-5.0,4.0,0.0,12,1.0,1.0
-4.0,4.0,0.0,12,1.0,1.0
-3.0,4.0,0.0,12,1.0,0.918
-2.0,4.0,0.0,12,0.9235,0.054
-1.0,4.0,0.0,12,0.055,0.92
-5.0,5.0,0.0,12,1.0,1.0
-4.0,5.0,0.0,12,1.0,0.997
-3.0,5.0,0.0,12,0.997,0.3475
-2.0,5.0,0.0,12,0.342,0.34
-1.0,5.0,0.0,12,0.358,0.996
-5.0,6.0,0.0,12,1.0,1.0
-4.0,6.0,0.0,12,0.9995,0.8205
-3.0,6.0,0.0,12,0.821,0.0485
-2.0,6.0,0.0,12,0.0495,0.8285
-1.0,6.0,0.0,12,0.8295,1.0
-5.0,7.0,0.0,12,1.0,0.981
-4.0,7.0,0.0,12,0.9735,0.254
-3.0,7.0,0.0,12,0.2525,0.275
-2.0,7.0,0.0,12,0.2805,0.978
-1.0,7.0,0.0,12,0.9805,1.0
-5.0,8.0,0.0,12,0.9985,0.694
-4.0,8.0,0.0,12,0.6805,0.0555
-3.0,8.0,0.0,12,0.0465,0.68
-2.0,8.0,0.0,12,0.692,0.9985
-1.0,8.0,0.0,12,0.997,1.0
-5.0,4.0,1.0,12,1.0,1.0
-4.0,4.0,1.0,12,1.0,0.9755
-3.0,4.0,1.0,12,0.981,0.094
-2.0,4.0,1.0,12,0.098,0.7505
-1.0,4.0,1.0,12,0.751,0.9995
-5.0,5.0,1.0,12,1.0,0.9975
-4.0,5.0,1.0,12,0.9955,0.2925
-3.0,5.0,1.0,12,0.2745,0.4355
-2.0,5.0,1.0,12,0.446,0.998
-1.0,5.0,1.0,12,0.9975,1.0
-5.0,6.0,1.0,12,0.999,0.535
-4.0,6.0,1.0,12,0.5165,0.1675
-3.0,6.0,1.0,12,0.1715,0.961
-2.0,6.0,1.0,12,0.967,1.0
-1.0,6.0,1.0,12,1.0,1.0
-5.0,7.0,1.0,12,0.7225,0.0565
-4.0,7.0,1.0,12,0.0685,0.8065
-3.0,7.0,1.0,12,0.823,1.0
-2.0,7.0,1.0,12,0.9985,1.0
-1.0,7.0,1.0,12,1.0,1.0
-5.0,8.0,1.0,12,0.0605,0.5515
-4.0,8.0,1.0,12,0.56,0.9885
-3.0,8.0,1.0,12,0.9905,1.0
-2.0,8.0,1.0,12,0.9995,1.0
-1.0,8.0,1.0,12,1.0,1.0
-5.0,4.0,2.0,12,1.0,1.0
-4.0,4.0,2.0,12,1.0,0.8015
-3.0,4.0,2.0,12,0.7965,0.093
-2.0,4.0,2.0,12,0.104,0.964
-1.0,4.0,2.0,12,0.963,1.0
-5.0,5.0,2.0,12,1.0,0.8955
-4.0,5.0,2.0,12,0.9035,0.0635
-3.0,5.0,2.0,12,0.057,0.9025
-2.0,5.0,2.0,12,0.897,1.0
-1.0,5.0,2.0,12,1.0,1.0
-5.0,6.0,2.0,12,0.952,0.059
-4.0,6.0,2.0,12,0.0565,0.7855
-3.0,6.0,2.0,12,0.7875,0.999
-2.0,6.0,2.0,12,0.9995,1.0
-1.0,6.0,2.0,12,1.0,1.0
-5.0,7.0,2.0,12,0.081,0.634
-4.0,7.0,2.0,12,0.646,0.997
-3.0,7.0,2.0,12,0.9975,1.0
-2.0,7.0,2.0,12,1.0,1.0
-1.0,7.0,2.0,12,1.0,1.0
-5.0,8.0,2.0,12,0.4855,0.9895
-4.0,8.0,2.0,12,0.99,1.0
-3.0,8.0,2.0,12,1.0,1.0
-2.0,8.0,2.0,12,1.0,1.0
-1.0,8.0,2.0,12,1.0,1.0
-5.0,4.0,3.0,12,1.0,1.0
-4.0,4.0,3.0,12,1.0,0.583
-3.0,4.0,3.0,12,0.589,0.2605
-2.0,4.0,3.0,12,0.2415,0.989
-1.0,4.0,3.0,12,0.992,1.0
-5.0,5.0,3.0,12,1.0,0.697
-4.0,5.0,3.0,12,0.707,0.175
-3.0,5.0,3.0,12,0.166,0.9725
-2.0,5.0,3.0,12,0.9705,1.0
-1.0,5.0,3.0,12,1.0,1.0
-5.0,6.0,3.0,12,0.7695,0.1125
-4.0,6.0,3.0,12,0.107,0.9495
-3.0,6.0,3.0,12,0.9505,1.0
-2.0,6.0,3.0,12,1.0,1.0
-1.0,6.0,3.0,12,1.0,1.0
-5.0,7.0,3.0,12,0.0785,0.9145
-4.0,7.0,3.0,12,0.9135,1.0
-3.0,7.0,3.0,12,1.0,1.0
-2.0,7.0,3.0,12,1.0,1.0
-1.0,7.0,3.0,12,1.0,1.0
-5.0,8.0,3.0,12,0.8655,0.9985
-4.0,8.0,3.0,12,1.0,1.0
-3.0,8.0,3.0,12,1.0,1.0
-2.0,8.0,3.0,12,1.0,1.0
-1.0,8.0,3.0,12,1.0,1.0
-5.0,4.0,-3.0,13,1.0,1.0
-4.0,4.0,-3.0,13,1.0,1.0
-3.0,4.0,-3.0,13,1.0,1.0
-2.0,4.0,-3.0,13,1.0,0.985
-1.0,4.0,-3.0,13,0.9895,0.2535
-5.0,5.0,-3.0,13,1.0,1.0
-4.0,5.0,-3.0,13,1.0,1.0
-3.0,5.0,-3.0,13,1.0,1.0
-2.0,5.0,-3.0,13,1.0,0.9725
-1.0,5.0,-3.0,13,0.9785,0.1775
-5.0,6.0,-3.0,13,1.0,1.0
-4.0,6.0,-3.0,13,1.0,1.0
-3.0,6.0,-3.0,13,1.0,1.0
-2.0,6.0,-3.0,13,0.9995,0.951
-1.0,6.0,-3.0,13,0.959,0.1115
-5.0,7.0,-3.0,13,1.0,1.0
-4.0,7.0,-3.0,13,1.0,1.0
-3.0,7.0,-3.0,13,1.0,1.0
-2.0,7.0,-3.0,13,1.0,0.912
-1.0,7.0,-3.0,13,0.911,0.082
-5.0,8.0,-3.0,13,1.0,1.0
-4.0,8.0,-3.0,13,1.0,1.0
-3.0,8.0,-3.0,13,1.0,1.0
-2.0,8.0,-3.0,13,1.0,0.8635
-1.0,8.0,-3.0,13,0.873,0.0595
-5.0,4.0,-2.0,13,1.0,1.0
-4.0,4.0,-2.0,13,1.0,1.0
-3.0,4.0,-2.0,13,1.0,1.0
-2.0,4.0,-2.0,13,1.0,0.9675
-1.0,4.0,-2.0,13,0.965,0.1045
-5.0,5.0,-2.0,13,1.0,1.0
-4.0,5.0,-2.0,13,1.0,1.0
-3.0,5.0,-2.0,13,1.0,1.0
-2.0,5.0,-2.0,13,1.0,0.9
-1.0,5.0,-2.0,13,0.895,0.0595
-5.0,6.0,-2.0,13,1.0,1.0
-4.0,6.0,-2.0,13,1.0,1.0
-3.0,6.0,-2.0,13,1.0,1.0
-2.0,6.0,-2.0,13,0.9995,0.7865
-1.0,6.0,-2.0,13,0.783,0.057
-5.0,7.0,-2.0,13,1.0,1.0
-4.0,7.0,-2.0,13,1.0,1.0
-3.0,7.0,-2.0,13,1.0,0.998
-2.0,7.0,-2.0,13,0.997,0.667
-1.0,7.0,-2.0,13,0.6465,0.087
-5.0,8.0,-2.0,13,1.0,1.0
-4.0,8.0,-2.0,13,1.0,1.0
-3.0,8.0,-2.0,13,1.0,0.9925
-2.0,8.0,-2.0,13,0.9925,0.4845
-1.0,8.0,-2.0,13,0.4915,0.15
-5.0,4.0,-1.0,13,1.0,1.0
-4.0,4.0,-1.0,13,1.0,1.0
-3.0,4.0,-1.0,13,1.0,1.0
-2.0,4.0,-1.0,13,1.0,0.756
-1.0,4.0,-1.0,13,0.7665,0.098
-5.0,5.0,-1.0,13,1.0,1.0
-4.0,5.0,-1.0,13,1.0,1.0
-3.0,5.0,-1.0,13,1.0,0.996
-2.0,5.0,-1.0,13,0.9945,0.432
-1.0,5.0,-1.0,13,0.4375,0.2765
-5.0,6.0,-1.0,13,1.0,1.0
-4.0,6.0,-1.0,13,1.0,1.0
-3.0,6.0,-1.0,13,1.0,0.9585
-2.0,6.0,-1.0,13,0.957,0.182
-1.0,6.0,-1.0,13,0.1765,0.5255
-5.0,7.0,-1.0,13,1.0,1.0
-4.0,7.0,-1.0,13,1.0,1.0
-3.0,7.0,-1.0,13,0.9995,0.81
-2.0,7.0,-1.0,13,0.829,0.051
-1.0,7.0,-1.0,13,0.062,0.7275
-5.0,8.0,-1.0,13,1.0,1.0
-4.0,8.0,-1.0,13,1.0,0.99
-3.0,8.0,-1.0,13,0.9895,0.556
-2.0,8.0,-1.0,13,0.5755,0.052
-1.0,8.0,-1.0,13,0.059,0.8685
-5.0,4.0,0.0,13,1.0,1.0
-4.0,4.0,0.0,13,1.0,1.0
-3.0,4.0,0.0,13,1.0,0.919
-2.0,4.0,0.0,13,0.922,0.054
-1.0,4.0,0.0,13,0.056,0.915
-5.0,5.0,0.0,13,1.0,1.0
-4.0,5.0,0.0,13,1.0,0.9995
-3.0,5.0,0.0,13,0.996,0.334
-2.0,5.0,0.0,13,0.34,0.3625
-1.0,5.0,0.0,13,0.365,0.9975
-5.0,6.0,0.0,13,1.0,0.9995
-4.0,6.0,0.0,13,1.0,0.8285
-3.0,6.0,0.0,13,0.823,0.0555
-2.0,6.0,0.0,13,0.049,0.84
-1.0,6.0,0.0,13,0.822,1.0
-5.0,7.0,0.0,13,1.0,0.9815
-4.0,7.0,0.0,13,0.98,0.263
-3.0,7.0,0.0,13,0.256,0.2545
-2.0,7.0,0.0,13,0.2745,0.9845
-1.0,7.0,0.0,13,0.979,1.0
-5.0,8.0,0.0,13,0.9965,0.678
-4.0,8.0,0.0,13,0.689,0.0475
-3.0,8.0,0.0,13,0.0495,0.674
-2.0,8.0,0.0,13,0.6835,0.999
-1.0,8.0,0.0,13,0.998,1.0
-5.0,4.0,1.0,13,1.0,1.0
-4.0,4.0,1.0,13,1.0,0.987
-3.0,4.0,1.0,13,0.977,0.0875
-2.0,4.0,1.0,13,0.104,0.7595
-1.0,4.0,1.0,13,0.753,1.0
-5.0,5.0,1.0,13,1.0,0.997
-4.0,5.0,1.0,13,0.995,0.2815
-3.0,5.0,1.0,13,0.268,0.4285
-2.0,5.0,1.0,13,0.4395,0.997
-1.0,5.0,1.0,13,0.997,1.0
-5.0,6.0,1.0,13,1.0,0.5245
-4.0,6.0,1.0,13,0.5,0.19
-3.0,6.0,1.0,13,0.1815,0.9575
-2.0,6.0,1.0,13,0.96,1.0
-1.0,6.0,1.0,13,1.0,1.0
-5.0,7.0,1.0,13,0.747,0.061
-4.0,7.0,1.0,13,0.067,0.8215
-3.0,7.0,1.0,13,0.8295,0.9985
-2.0,7.0,1.0,13,0.9995,1.0
-1.0,7.0,1.0,13,1.0,1.0
-5.0,8.0,1.0,13,0.06,0.5455
-4.0,8.0,1.0,13,0.554,0.99
-3.0,8.0,1.0,13,0.9885,1.0
-2.0,8.0,1.0,13,1.0,1.0
-1.0,8.0,1.0,13,1.0,1.0
-5.0,4.0,2.0,13,1.0,1.0
-4.0,4.0,2.0,13,1.0,0.8025
-3.0,4.0,2.0,13,0.8,0.11
-2.0,4.0,2.0,13,0.122,0.956
-1.0,4.0,2.0,13,0.9675,1.0
-5.0,5.0,2.0,13,1.0,0.9035
-4.0,5.0,2.0,13,0.897,0.0575
-3.0,5.0,2.0,13,0.0595,0.908
-2.0,5.0,2.0,13,0.8935,1.0
-1.0,5.0,2.0,13,1.0,1.0
-5.0,6.0,2.0,13,0.9455,0.0605
-4.0,6.0,2.0,13,0.0655,0.7925
-3.0,6.0,2.0,13,0.782,1.0
-2.0,6.0,2.0,13,0.9995,1.0
-1.0,6.0,2.0,13,1.0,1.0
-5.0,7.0,2.0,13,0.097,0.633
-4.0,7.0,2.0,13,0.632,0.998
-3.0,7.0,2.0,13,0.9985,1.0
-2.0,7.0,2.0,13,1.0,1.0
-1.0,7.0,2.0,13,1.0,1.0
-5.0,8.0,2.0,13,0.5,0.9865
-4.0,8.0,2.0,13,0.9905,1.0
-3.0,8.0,2.0,13,1.0,1.0
-2.0,8.0,2.0,13,1.0,1.0
-1.0,8.0,2.0,13,1.0,1.0
-5.0,4.0,3.0,13,1.0,1.0
-4.0,4.0,3.0,13,0.9995,0.5905
-3.0,4.0,3.0,13,0.5805,0.241
-2.0,4.0,3.0,13,0.2485,0.989
-1.0,4.0,3.0,13,0.9895,1.0
-5.0,5.0,3.0,13,1.0,0.6795
-4.0,5.0,3.0,13,0.7035,0.1625
-3.0,5.0,3.0,13,0.174,0.9695
-2.0,5.0,3.0,13,0.977,1.0
-1.0,5.0,3.0,13,1.0,1.0
-5.0,6.0,3.0,13,0.766,0.124
-4.0,6.0,3.0,13,0.12,0.945
-3.0,6.0,3.0,13,0.948,1.0
-2.0,6.0,3.0,13,1.0,1.0
-1.0,6.0,3.0,13,1.0,1.0
-5.0,7.0,3.0,13,0.086,0.907
-4.0,7.0,3.0,13,0.897,1.0
-3.0,7.0,3.0,13,1.0,1.0
-2.0,7.0,3.0,13,1.0,1.0
-1.0,7.0,3.0,13,1.0,1.0
-5.0,8.0,3.0,13,0.85,1.0
-4.0,8.0,3.0,13,1.0,1.0
-3.0,8.0,3.0,13,1.0,1.0
-2.0,8.0,3.0,13,1.0,1.0
-1.0,8.0,3.0,13,1.0,1.0
-5.0,4.0,-3.0,14,1.0,1.0
-4.0,4.0,-3.0,14,1.0,1.0
-3.0,4.0,-3.0,14,1.0,1.0
-2.0,4.0,-3.0,14,1.0,0.9905
-1.0,4.0,-3.0,14,0.993,0.2455
-5.0,5.0,-3.0,14,1.0,1.0
-4.0,5.0,-3.0,14,1.0,1.0
-3.0,5.0,-3.0,14,1.0,1.0
-2.0,5.0,-3.0,14,1.0,0.9765
-1.0,5.0,-3.0,14,0.978,0.1715
-5.0,6.0,-3.0,14,1.0,1.0
-4.0,6.0,-3.0,14,1.0,1.0
-3.0,6.0,-3.0,14,1.0,1.0
-2.0,6.0,-3.0,14,1.0,0.95
-1.0,6.0,-3.0,14,0.9485,0.116
-5.0,7.0,-3.0,14,1.0,1.0
-4.0,7.0,-3.0,14,1.0,1.0
-3.0,7.0,-3.0,14,1.0,0.9995
-2.0,7.0,-3.0,14,1.0,0.9195
-1.0,7.0,-3.0,14,0.911,0.0855
-5.0,8.0,-3.0,14,1.0,1.0
-4.0,8.0,-3.0,14,1.0,1.0
-3.0,8.0,-3.0,14,1.0,0.9995
-2.0,8.0,-3.0,14,1.0,0.85
-1.0,8.0,-3.0,14,0.85,0.0655
-5.0,4.0,-2.0,14,1.0,1.0
-4.0,4.0,-2.0,14,1.0,1.0
-3.0,4.0,-2.0,14,1.0,1.0
-2.0,4.0,-2.0,14,1.0,0.9755
-1.0,4.0,-2.0,14,0.962,0.1085
-5.0,5.0,-2.0,14,1.0,1.0
-4.0,5.0,-2.0,14,1.0,1.0
-3.0,5.0,-2.0,14,1.0,1.0
-2.0,5.0,-2.0,14,1.0,0.896
-1.0,5.0,-2.0,14,0.899,0.0515
-5.0,6.0,-2.0,14,1.0,1.0
-4.0,6.0,-2.0,14,1.0,1.0
-3.0,6.0,-2.0,14,1.0,1.0
-2.0,6.0,-2.0,14,0.9995,0.785
-1.0,6.0,-2.0,14,0.793,0.0495
-5.0,7.0,-2.0,14,1.0,1.0
-4.0,7.0,-2.0,14,1.0,1.0
-3.0,7.0,-2.0,14,1.0,0.999
-2.0,7.0,-2.0,14,0.9975,0.6305
-1.0,7.0,-2.0,14,0.645,0.085
-5.0,8.0,-2.0,14,1.0,1.0
-4.0,8.0,-2.0,14,1.0,1.0
-3.0,8.0,-2.0,14,1.0,0.9895
-2.0,8.0,-2.0,14,0.9875,0.502
-1.0,8.0,-2.0,14,0.509,0.1415
-5.0,4.0,-1.0,14,1.0,1.0
-4.0,4.0,-1.0,14,1.0,1.0
-3.0,4.0,-1.0,14,1.0,1.0
-2.0,4.0,-1.0,14,0.9995,0.751
-1.0,4.0,-1.0,14,0.7525,0.115
-5.0,5.0,-1.0,14,1.0,1.0
-4.0,5.0,-1.0,14,1.0,1.0
-3.0,5.0,-1.0,14,1.0,0.997
-2.0,5.0,-1.0,14,0.9965,0.4505
-1.0,5.0,-1.0,14,0.448,0.268
-5.0,6.0,-1.0,14,1.0,1.0
-4.0,6.0,-1.0,14,1.0,1.0
-3.0,6.0,-1.0,14,1.0,0.9595
-2.0,6.0,-1.0,14,0.953,0.1605
-1.0,6.0,-1.0,14,0.1655,0.5185
-5.0,7.0,-1.0,14,1.0,1.0
-4.0,7.0,-1.0,14,1.0,0.999
-3.0,7.0,-1.0,14,1.0,0.8125
-2.0,7.0,-1.0,14,0.81,0.058
-1.0,7.0,-1.0,14,0.063,0.734
-5.0,8.0,-1.0,14,1.0,1.0
-4.0,8.0,-1.0,14,1.0,0.991
-3.0,8.0,-1.0,14,0.9905,0.5725
-2.0,8.0,-1.0,14,0.5585,0.062
-1.0,8.0,-1.0,14,0.061,0.871
-5.0,4.0,0.0,14,1.0,1.0
-4.0,4.0,0.0,14,1.0,1.0
-3.0,4.0,0.0,14,1.0,0.9195
-2.0,4.0,0.0,14,0.9345,0.0515
-1.0,4.0,0.0,14,0.058,0.9225
-5.0,5.0,0.0,14,1.0,1.0
-4.0,5.0,0.0,14,1.0,0.9955
-3.0,5.0,0.0,14,0.9975,0.356
-2.0,5.0,0.0,14,0.3445,0.35
-1.0,5.0,0.0,14,0.344,0.998
-5.0,6.0,0.0,14,1.0,1.0
-4.0,6.0,0.0,14,1.0,0.815
-3.0,6.0,0.0,14,0.8335,0.0435
-2.0,6.0,0.0,14,0.0495,0.834
-1.0,6.0,0.0,14,0.827,0.9995
-5.0,7.0,0.0,14,1.0,0.9775
-4.0,7.0,0.0,14,0.9785,0.262
-3.0,7.0,0.0,14,0.28,0.253
-2.0,7.0,0.0,14,0.2605,0.979
-1.0,7.0,0.0,14,0.98,1.0
-5.0,8.0,0.0,14,0.9985,0.706
-4.0,8.0,0.0,14,0.6885,0.052
-3.0,8.0,0.0,14,0.0415,0.6935
-2.0,8.0,0.0,14,0.6995,0.997
-1.0,8.0,0.0,14,0.9995,1.0
-5.0,4.0,1.0,14,1.0,1.0
-4.0,4.0,1.0,14,1.0,0.982
-3.0,4.0,1.0,14,0.984,0.104
-2.0,4.0,1.0,14,0.095,0.7495
-1.0,4.0,1.0,14,0.766,1.0
-5.0,5.0,1.0,14,1.0,0.998
-4.0,5.0,1.0,14,0.9975,0.2865
-3.0,5.0,1.0,14,0.2835,0.43
-2.0,5.0,1.0,14,0.445,0.9935
-1.0,5.0,1.0,14,0.997,1.0
-5.0,6.0,1.0,14,1.0,0.524
-4.0,6.0,1.0,14,0.521,0.185
-3.0,6.0,1.0,14,0.1655,0.9615
-2.0,6.0,1.0,14,0.954,1.0
-1.0,6.0,1.0,14,1.0,1.0
-5.0,7.0,1.0,14,0.7395,0.06
-4.0,7.0,1.0,14,0.068,0.8225
-3.0,7.0,1.0,14,0.812,0.9995
-2.0,7.0,1.0,14,0.9995,1.0
-1.0,7.0,1.0,14,1.0,1.0
-5.0,8.0,1.0,14,0.0585,0.577
-4.0,8.0,1.0,14,0.584,0.9895
-3.0,8.0,1.0,14,0.99,1.0
-2.0,8.0,1.0,14,1.0,1.0
-1.0,8.0,1.0,14,1.0,1.0
-5.0,4.0,2.0,14,1.0,1.0
-4.0,4.0,2.0,14,1.0,0.8035
-3.0,4.0,2.0,14,0.7995,0.1185
-2.0,4.0,2.0,14,0.1165,0.963
-1.0,4.0,2.0,14,0.9665,1.0
